aperture           f1       f2_source   f2_slit   f2_numeric     fwhm    sigma   fwhm_refined
145.5  83  27.9297  25.8251  26.7143  16.422  12.8636    16.8136
145.5  84  27.8692  25.8196  26.3846  14.858  12.8651    16.0316
145.5  85  27.8116  25.8143  26.3846  14.858  12.8931    15.2496
145.5  86  27.7567  25.8092  26.3846  14.858  12.914    15.2496
145.5  87  27.7043  25.8042  26.3846  14.858  12.919    15.2496
145.5  88  27.6544  25.7994  26.3846  14.858  12.9059    15.2496
145.5  89  27.6066  25.7947  26.3846  14.858  12.8767    15.2496
145.5  90  27.561  25.7902  26.3846  14.858  12.8357    15.2496
145.5  91  27.5172  25.7858  26.3846  14.858  12.7873    14.8586
145.5  92  27.4753  25.7816  26.3846  14.858  12.7348    14.8586
145.5  93  27.4351  25.7774  26.3846  14.858  12.6812    14.4676
145.5  94  27.3965  25.7734  26.3846  14.858  12.6288    14.4676
145.5  95  27.3594  25.7695  26.3846  14.858  12.58    14.4676
145.5  96  27.3237  25.7657  26.3846  14.858  12.5378    14.4676
145.5  97  27.2894  25.7621  26.3846  14.858  12.5053    14.4676
145.5  98  27.2564  25.7585  26.3846  14.858  12.4855    14.4676
145.5  99  27.2245  25.755  26.3846  14.858  12.4807    14.4676
145.5  100  27.1938  25.7516  26.3846  14.858  12.4916    14.8586
